treatment,tree_id,deploy,metabolite,hfa,site_num,tree_num,decomp_day,well_id,time,od_corrected
AB,SEK,HOK ,SEK,H,1,1,5,3D,960,0.32825
P,SEK,SEK ,SEK,H,1,1,5,3E,960,0.61525
AB,SEK,SEK ,SEK,H,1,1,5,3F,960,0.96825
P,HOK,SEK ,SEK,A,1,1,5,3G,960,1.68725
AB,HOK,SEK ,SEK,A,1,1,5,3H,960,0.28625
P,HOK,HOK ,SEK,A,1,1,5,4A,960,0.55425
AB,HOK,HOK ,SEK,A,1,1,5,4B,960,0.53025
P,SEK,HOK ,SEK,H,1,1,5,4C,960,1.25925
AB,SEK,HOK ,SEK,H,1,1,5,4D,960,1.15525
P,SEK,SEK ,SEK,H,1,1,5,4E,960,0.39525
AB,SEK,SEK ,SEK,H,1,1,5,4F,960,0.29425
P,HOK,SEK ,SEK,A,1,1,5,4G,960,1.09625
AB,HOK,SEK ,SEK,A,1,1,5,4H,960,0.45425
P,HOK,HOK ,SEK,A,1,1,5,5A,960,0.38025
AB,HOK,HOK ,SEK,A,1,1,5,5B,960,1.07125
P,SEK,HOK ,SEK,H,1,1,5,5C,960,1.09125
AB,SEK,HOK ,SEK,H,1,1,5,5D,960,1.48925
P,SEK,SEK ,SEK,H,1,1,5,5E,960,0.34625
AB,SEK,SEK ,SEK,H,1,1,5,5F,960,0.40925
P,HOK,SEK ,SEK,A,1,1,5,5G,960,1.17425
AB,HOK,SEK ,SEK,A,1,1,5,5H,960,0.62825
P,HOK,HOK ,HOK,H,1,5,5,6A,960,0.55125
AB,HOK,HOK ,HOK,H,1,5,5,6B,960,0.09825
P,SEK,HOK ,HOK,A,1,5,5,6C,960,0.81425
AB,SEK,HOK ,HOK,A,1,5,5,6D,960,0.56525
P,SEK,SEK ,HOK,A,1,5,5,6E,960,0.48325
AB,SEK,SEK ,HOK,A,1,5,5,6F,960,1.39825
P,HOK,SEK ,HOK,H,1,5,5,6G,960,1.28425
AB,HOK,SEK ,HOK,H,1,5,5,6H,960,0.55625
P,HOK,HOK ,HOK,H,1,5,5,7A,960,0.50625
AB,HOK,HOK ,HOK,H,1,5,5,7B,960,0.33125
P,SEK,HOK ,HOK,A,1,5,5,7C,960,0.82825
AB,SEK,HOK ,HOK,A,1,5,5,7D,960,0.24925
P,SEK,SEK ,HOK,A,1,5,5,7E,960,1.08125
AB,SEK,SEK ,HOK,A,1,5,5,7F,960,0.25425
P,HOK,SEK ,HOK,H,1,5,5,7G,960,0.20625
AB,HOK,SEK ,HOK,H,1,5,5,7H,960,0.58125
P,HOK,HOK ,HOK,H,1,5,5,8A,960,0.42525
AB,HOK,HOK ,HOK,H,1,5,5,8B,960,0.35925
P,SEK,HOK ,HOK,A,1,5,5,8C,960,0.25125
AB,SEK,HOK ,HOK,A,1,5,5,8D,960,0.26025
P,SEK,SEK ,HOK,A,1,5,5,8E,960,0.44725
AB,SEK,SEK ,HOK,A,1,5,5,8F,960,0.49125
P,HOK,SEK ,HOK,H,1,5,5,8G,960,1.28725
AB,HOK,SEK ,HOK,H,1,5,5,8H,960,0.85625
P,HOK,HOK ,HOK,H,1,4,5,9A,960,0.91225
AB,HOK,HOK ,HOK,H,1,4,5,9B,960,0.69525
P,SEK,HOK ,HOK,A,1,4,5,9C,960,0.49825
AB,SEK,HOK ,HOK,A,1,4,5,9D,960,0.47525
P,SEK,SEK ,HOK,A,1,4,5,9E,960,0.32625
AB,SEK,SEK ,HOK,A,1,4,5,9FR,960,0.58325
P,HOK,SEK ,HOK,H,1,4,5,9G,960,2.01325
AB,HOK,SEK ,HOK,H,1,4,5,9H,960,1.84825
P,HOK,HOK ,HOK,H,1,4,5,10A,960,1.01925
AB,HOK,HOK ,HOK,H,1,4,5,10B,960,1.49825
P,SEK,HOK ,HOK,A,1,4,5,10C,960,0.45025
AB,SEK,HOK ,HOK,A,1,4,5,10D,960,0.91125
P,SEK,SEK ,HOK,A,1,4,5,10E,960,0.63325
AB,SEK,SEK ,HOK,A,1,4,5,10F,960,0.39825
P,HOK,SEK ,HOK,H,1,4,5,10G,960,0.52725
AB,HOK,SEK ,HOK,H,1,4,5,10H,960,0.41125
P,HOK,HOK ,SEK,A,2,5,5,1A,1440,0.4565
AB,HOK,HOK ,SEK,A,2,5,5,1B,1440,1.6425
P,SEK,HOK ,SEK,H,2,5,5,1C,1440,1.2695
AB,SEK,HOK ,SEK,H,2,5,5,1D,1440,0.6675
P,SEK,SEK ,SEK,H,2,5,5,1E,1440,0.8695
AB,SEK,SEK ,SEK,H,2,5,5,1F,1440,0.2675
P,HOK,SEK ,SEK,A,2,5,5,1G,1440,1.1925
AB,HOK,SEK ,SEK,A,2,5,5,1H,1440,0.7735
P,HOK,HOK ,SEK,A,2,5,5,2A,1440,0.7305
AB,HOK,HOK ,SEK,A,2,5,5,2B,1440,1.5225
P,SEK,HOK ,SEK,H,2,5,5,2C,1440,0.3415
AB,SEK,HOK ,SEK,H,2,5,5,2D,1440,0.3415
P,SEK,SEK ,SEK,H,2,5,5,2E,1440,0.6125
AB,SEK,SEK ,SEK,H,2,5,5,2F,1440,0.2805
P,HOK,SEK ,SEK,A,2,5,5,2G,1440,0.7855
AB,HOK,SEK ,SEK,A,2,5,5,2H,1440,0.3965
P,HOK,HOK ,SEK,A,2,5,5,3A,1440,0.3335
AB,HOK,HOK ,SEK,A,2,5,5,3B,1440,0.1675
P,SEK,HOK ,SEK,H,2,5,5,3C,1440,1.5985
AB,SEK,HOK ,SEK,H,2,5,5,3D,1440,0.1275
P,SEK,SEK ,SEK,H,2,5,5,3E,1440,0.6835
AB,SEK,SEK ,SEK,H,2,5,5,3F,1440,0.3085
P,HOK,SEK ,SEK,A,2,5,5,3G,1440,0.2925
AB,HOK,SEK ,SEK,A,2,5,5,3H,1440,0.2985
P,HOK,HOK ,SEK,A,2,4,5,4A,1440,0.4385
AB,HOK,HOK ,SEK,A,2,4,5,4B,1440,0.7665
P,SEK,HOK ,SEK,H,2,4,5,4C,1440,0.2485
AB,SEK,HOK ,SEK,H,2,4,5,4D,1440,1.2055
P,SEK,SEK ,SEK,H,2,4,5,4E,1440,1.0035
AB,SEK,SEK ,SEK,H,2,4,5,4F,1440,0.3255
P,HOK,SEK ,SEK,A,2,4,5,4G,1440,0.5925
AB,HOK,SEK ,SEK,A,2,4,5,4H,1440,0.2975
P,HOK,HOK ,SEK,A,2,4,5,5A,1440,1.0275
AB,HOK,HOK ,SEK,A,2,4,5,5B,1440,1.6125
P,SEK,HOK ,SEK,H,2,4,5,5C,1440,1.8095
AB,SEK,HOK ,SEK,H,2,4,5,5D,1440,0.8515
P,SEK,SEK ,SEK,H,2,4,5,5E,1440,1.9175
AB,SEK,SEK ,SEK,H,2,4,5,5F,1440,0.8945
P,HOK,SEK ,SEK,A,2,4,5,5G,1440,0.6085
AB,HOK,SEK ,SEK,A,2,4,5,5H,1440,1.2035
P,HOK,HOK ,HOK,H,2,4,5,6A,1440,1.2505
AB,HOK,HOK ,HOK,H,2,4,5,6B,1440,0.5285
P,SEK,HOK ,HOK,A,2,4,5,6C,1440,0.9985
AB,SEK,HOK ,HOK,A,2,4,5,6D,1440,0.4745
P,SEK,SEK ,HOK,A,2,4,5,6E,1440,1.4685
AB,SEK,SEK ,HOK,A,2,4,5,6F,1440,1.0705
P,HOK,SEK ,HOK,H,2,4,5,6G,1440,0.3725
AB,HOK,SEK ,HOK,H,2,4,5,6H,1440,0.7185
P,HOK,HOK ,HOK,H,2,3,5,7A,1440,1.0995
AB,HOK,HOK ,HOK,H,2,3,5,7B,1440,0.1525
P,SEK,HOK ,HOK,A,2,3,5,7C,1440,1.3725
AB,SEK,HOK ,HOK,A,2,3,5,7D,1440,0.2695
P,SEK,SEK ,HOK,A,2,3,5,7E,1440,1.1825
AB,SEK,SEK ,HOK,A,2,3,5,7F,1440,1.3985
P,HOK,SEK ,HOK,H,2,3,5,7G,1440,1.1335
AB,HOK,SEK ,HOK,H,2,3,5,7H,1440,1.2435
P,HOK,HOK ,HOK,H,2,3,5,8A,1440,0.4525
AB,HOK,HOK ,HOK,H,2,3,5,8B,1440,0.2005
P,SEK,HOK ,HOK,A,2,3,5,8C,1440,0.2785
AB,SEK,HOK ,HOK,A,2,3,5,8D,1440,0.4715
P,SEK,SEK ,HOK,A,2,3,5,8E,1440,1.5765
AB,SEK,SEK ,HOK,A,2,3,5,8F,1440,0.1875
P,HOK,SEK ,HOK,H,2,3,5,8G,1440,0.6545
AB,HOK,SEK ,HOK,H,2,3,5,8H,1440,0.4415
P,HOK,HOK ,HOK,H,2,3,5,9A,1440,0.5205
AB,HOK,HOK ,HOK,H,2,3,5,9B,1440,0.4095
P,SEK,HOK ,HOK,A,2,3,5,9C,1440,0.4445
AB,SEK,HOK ,HOK,A,2,3,5,9D,1440,0.3795
P,SEK,SEK ,HOK,A,2,3,5,9E,1440,0.5955
AB,SEK,SEK ,HOK,A,2,3,5,9F,1440,0.3995
P,HOK,SEK ,HOK,H,2,3,5,9G,1440,0.8705
AB,HOK,SEK ,HOK,H,2,3,5,9H,1440,1.0085
P,HOK,HOK ,HOK,H,2,2,5,10A,1440,0.7485
AB,HOK,HOK ,HOK,H,2,2,5,10B,1440,1.6565
P,SEK,HOK ,HOK,A,2,2,5,10C,1440,1.6905
AB,SEK,HOK ,HOK,A,2,2,5,10D,1440,1.2625
P,SEK,SEK ,HOK,A,2,2,5,10E,1440,0.8665
AB,SEK,SEK ,HOK,A,2,2,5,10F,1440,0.6515
P,HOK,SEK ,HOK,H,2,2,5,10G,1440,1.3695
AB,HOK,SEK ,HOK,H,2,2,5,10H,1440,1.5145
P,HOK,HOK ,SEK,A,1,5,5,1A,1440,0.9175
AB,HOK,HOK ,SEK,A,1,5,5,1B,1440,0.5005
P,SEK,HOK ,SEK,H,1,5,5,1C,1440,0.5025
AB,SEK,HOK ,SEK,H,1,5,5,1D,1440,1.2075
P,SEK,SEK ,SEK,H,1,5,5,1E,1440,0.3825
AB,SEK,SEK ,SEK,H,1,5,5,1F,1440,0.2425
P,HOK,SEK ,SEK,A,1,5,5,1G,1440,1.2065
AB,HOK,SEK ,SEK,A,1,5,5,1H,1440,0.4155
P,HOK,HOK ,SEK,A,1,5,5,2A,1440,0.7095
AB,HOK,HOK ,SEK,A,1,1,5,2B,1440,1.5915
P,SEK,HOK ,SEK,H,1,1,5,2C,1440,1.4575
AB,SEK,HOK ,SEK,H,1,1,5,2D,1440,1.0515
P,SEK,SEK ,SEK,H,1,1,5,2E,1440,0.9795
AB,SEK,SEK ,SEK,H,1,1,5,2F,1440,0.4275
P,HOK,SEK ,SEK,A,1,1,5,2G,1440,0.6085
AB,HOK,SEK ,SEK,A,1,1,5,2H,1440,1.4115
P,HOK,HOK ,SEK,A,1,1,5,3A,1440,1.2755
AB,HOK,HOK ,SEK,A,1,1,5,3B,1440,0.2295
P,SEK,HOK ,SEK,H,1,1,5,3C,1440,1.5765
AB,SEK,HOK ,SEK,H,1,1,5,3D,1440,0.2695
P,SEK,SEK ,SEK,H,1,1,5,3E,1440,0.7145
AB,SEK,SEK ,SEK,H,1,1,5,3F,1440,1.4165
P,HOK,SEK ,SEK,A,1,1,5,3G,1440,1.7505
AB,HOK,SEK ,SEK,A,1,1,5,3H,1440,0.2865
P,HOK,HOK ,SEK,A,1,1,5,4A,1440,0.5545
AB,HOK,HOK ,SEK,A,1,1,5,4B,1440,0.5455
P,SEK,HOK ,SEK,H,1,1,5,4C,1440,1.2655
AB,SEK,HOK ,SEK,H,1,1,5,4D,1440,0.4685
P,SEK,SEK ,SEK,H,1,1,5,4E,1440,0.4085
AB,SEK,SEK ,SEK,H,1,1,5,4F,1440,0.2965
P,HOK,SEK ,SEK,A,1,1,5,4G,1440,0.8465
AB,HOK,SEK ,SEK,A,1,1,5,4H,1440,0.4525
P,HOK,HOK ,SEK,A,1,1,5,5A,1440,0.3985
AB,HOK,HOK ,SEK,A,1,1,5,5B,1440,1.2855
P,SEK,HOK ,SEK,H,1,1,5,5C,1440,1.1535
AB,SEK,HOK ,SEK,H,1,1,5,5D,1440,1.3725
P,SEK,SEK ,SEK,H,1,1,5,5E,1440,0.3685
AB,SEK,SEK ,SEK,H,1,1,5,5F,1440,0.4315
P,HOK,SEK ,SEK,A,1,1,5,5G,1440,0.7955
AB,HOK,SEK ,SEK,A,1,1,5,5H,1440,0.6775
P,HOK,HOK ,HOK,H,1,5,5,6A,1440,0.5715
AB,HOK,HOK ,HOK,H,1,5,5,6B,1440,0.1375
P,SEK,HOK ,HOK,A,1,5,5,6C,1440,0.9625
AB,SEK,HOK ,HOK,A,1,5,5,6D,1440,0.5835
P,SEK,SEK ,HOK,A,1,5,5,6E,1440,0.4595
AB,SEK,SEK ,HOK,A,1,5,5,6F,1440,1.3315
P,HOK,SEK ,HOK,H,1,5,5,6G,1440,1.5375
AB,HOK,SEK ,HOK,H,1,5,5,6H,1440,0.4975
P,HOK,HOK ,HOK,H,1,5,5,7A,1440,0.3395
AB,HOK,HOK ,HOK,H,1,5,5,7B,1440,0.3565
P,SEK,HOK ,HOK,A,1,5,5,7C,1440,1.2525
AB,SEK,HOK ,HOK,A,1,5,5,7D,1440,0.2525
P,SEK,SEK ,HOK,A,1,5,5,7E,1440,1.5745
AB,SEK,SEK ,HOK,A,1,5,5,7F,1440,0.2565
P,HOK,SEK ,HOK,H,1,5,5,7G,1440,0.2175
AB,HOK,SEK ,HOK,H,1,5,5,7H,1440,0.6905
P,HOK,HOK ,HOK,H,1,5,5,8A,1440,0.4265
AB,HOK,HOK ,HOK,H,1,5,5,8B,1440,0.2885
P,SEK,HOK ,HOK,A,1,5,5,8C,1440,0.2525
AB,SEK,HOK ,HOK,A,1,5,5,8D,1440,0.3015
P,SEK,SEK ,HOK,A,1,5,5,8E,1440,0.4655
AB,SEK,SEK ,HOK,A,1,5,5,8F,1440,0.4795
P,HOK,SEK ,HOK,H,1,5,5,8G,1440,1.5085
AB,HOK,SEK ,HOK,H,1,5,5,8H,1440,1.1225
P,HOK,HOK ,HOK,H,1,4,5,9A,1440,0.7595
AB,HOK,HOK ,HOK,H,1,4,5,9B,1440,0.8885
P,SEK,HOK ,HOK,A,1,4,5,9C,1440,0.5215
AB,SEK,HOK ,HOK,A,1,4,5,9D,1440,0.5045
P,SEK,SEK ,HOK,A,1,4,5,9E,1440,0.3245
AB,SEK,SEK ,HOK,A,1,4,5,9FR,1440,0.5275
P,HOK,SEK ,HOK,H,1,4,5,9G,1440,1.9505
AB,HOK,SEK ,HOK,H,1,4,5,9H,1440,1.6125
P,HOK,HOK ,HOK,H,1,4,5,10A,1440,0.8175
AB,HOK,HOK ,HOK,H,1,4,5,10B,1440,1.1475
P,SEK,HOK ,HOK,A,1,4,5,10C,1440,0.4635
AB,SEK,HOK ,HOK,A,1,4,5,10D,1440,0.8195
P,SEK,SEK ,HOK,A,1,4,5,10E,1440,0.6205
AB,SEK,SEK ,HOK,A,1,4,5,10F,1440,0.3855
P,HOK,SEK ,HOK,H,1,4,5,10G,1440,0.6025
AB,HOK,SEK ,HOK,H,1,4,5,10H,1440,0.4225
P,HOK,HOK ,SEK,A,2,5,5,1A,2880,0.52375
AB,HOK,HOK ,SEK,A,2,5,5,1B,2880,1.78575
P,SEK,HOK ,SEK,H,2,5,5,1C,2880,1.32775
AB,SEK,HOK ,SEK,H,2,5,5,1D,2880,0.39975
P,SEK,SEK ,SEK,H,2,5,5,1E,2880,0.85475
AB,SEK,SEK ,SEK,H,2,5,5,1F,2880,0.27075
P,HOK,SEK ,SEK,A,2,5,5,1G,2880,0.45875
AB,HOK,SEK ,SEK,A,2,5,5,1H,2880,0.92875
P,HOK,HOK ,SEK,A,2,5,5,2A,2880,0.36975
AB,HOK,HOK ,SEK,A,2,5,5,2B,2880,1.51075
P,SEK,HOK ,SEK,H,2,5,5,2C,2880,0.36675
AB,SEK,HOK ,SEK,H,2,5,5,2D,2880,0.39575
P,SEK,SEK ,SEK,H,2,5,5,2E,2880,0.71675
AB,SEK,SEK ,SEK,H,2,5,5,2F,2880,0.31775
P,HOK,SEK ,SEK,A,2,5,5,2G,2880,1.02575
AB,HOK,SEK ,SEK,A,2,5,5,2H,2880,0.35775
P,HOK,HOK ,SEK,A,2,5,5,3A,2880,0.36675
AB,HOK,HOK ,SEK,A,2,5,5,3B,2880,0.21175
P,SEK,HOK ,SEK,H,2,5,5,3C,2880,1.60075
AB,SEK,HOK ,SEK,H,2,5,5,3D,2880,0.14175
P,SEK,SEK ,SEK,H,2,5,5,3E,2880,0.68075
AB,SEK,SEK ,SEK,H,2,5,5,3F,2880,0.29275
P,HOK,SEK ,SEK,A,2,5,5,3G,2880,0.33975
AB,HOK,SEK ,SEK,A,2,5,5,3H,2880,0.32975
P,HOK,HOK ,SEK,A,2,4,5,4A,2880,0.45975
AB,HOK,HOK ,SEK,A,2,4,5,4B,2880,0.64075
P,SEK,HOK ,SEK,H,2,4,5,4C,2880,0.26575
AB,SEK,HOK ,SEK,H,2,4,5,4D,2880,1.19075
P,SEK,SEK ,SEK,H,2,4,5,4E,2880,0.43175
AB,SEK,SEK ,SEK,H,2,4,5,4F,2880,0.35275
P,HOK,SEK ,SEK,A,2,4,5,4G,2880,0.58075
AB,HOK,SEK ,SEK,A,2,4,5,4H,2880,0.22575
P,HOK,HOK ,SEK,A,2,4,5,5A,2880,1.14075
AB,HOK,HOK ,SEK,A,2,4,5,5B,2880,1.53475
P,SEK,HOK ,SEK,H,2,4,5,5C,2880,2.06175
AB,SEK,HOK ,SEK,H,2,4,5,5D,2880,0.68575
P,SEK,SEK ,SEK,H,2,4,5,5E,2880,2.08075
AB,SEK,SEK ,SEK,H,2,4,5,5F,2880,0.79875
P,HOK,SEK ,SEK,A,2,4,5,5G,2880,0.73875
AB,HOK,SEK ,SEK,A,2,4,5,5H,2880,1.11875
P,HOK,HOK ,HOK,H,2,4,5,6A,2880,0.41075
AB,HOK,HOK ,HOK,H,2,4,5,6B,2880,0.53475
P,SEK,HOK ,HOK,A,2,4,5,6C,2880,0.64375
AB,SEK,HOK ,HOK,A,2,4,5,6D,2880,0.51875
P,SEK,SEK ,HOK,A,2,4,5,6E,2880,1.40175
AB,SEK,SEK ,HOK,A,2,4,5,6F,2880,1.04975
P,HOK,SEK ,HOK,H,2,4,5,6G,2880,0.40075
AB,HOK,SEK ,HOK,H,2,4,5,6H,2880,0.64575
P,HOK,HOK ,HOK,H,2,3,5,7A,2880,0.87975
AB,HOK,HOK ,HOK,H,2,3,5,7B,2880,0.16475
P,SEK,HOK ,HOK,A,2,3,5,7C,2880,0.86575
AB,SEK,HOK ,HOK,A,2,3,5,7D,2880,0.30575
P,SEK,SEK ,HOK,A,2,3,5,7E,2880,1.09275
AB,SEK,SEK ,HOK,A,2,3,5,7F,2880,0.81275
P,HOK,SEK ,HOK,H,2,3,5,7G,2880,1.10975
AB,HOK,SEK ,HOK,H,2,3,5,7H,2880,1.21675
P,HOK,HOK ,HOK,H,2,3,5,8A,2880,0.42975
AB,HOK,HOK ,HOK,H,2,3,5,8B,2880,0.21575
P,SEK,HOK ,HOK,A,2,3,5,8C,2880,0.30675
AB,SEK,HOK ,HOK,A,2,3,5,8D,2880,0.38275
P,SEK,SEK ,HOK,A,2,3,5,8E,2880,1.57575
AB,SEK,SEK ,HOK,A,2,3,5,8F,2880,0.20275
P,HOK,SEK ,HOK,H,2,3,5,8G,2880,0.70475
AB,HOK,SEK ,HOK,H,2,3,5,8H,2880,0.52475
P,HOK,HOK ,HOK,H,2,3,5,9A,2880,0.63175
AB,HOK,HOK ,HOK,H,2,3,5,9B,2880,0.50875
P,SEK,HOK ,HOK,A,2,3,5,9C,2880,0.60675
AB,SEK,HOK ,HOK,A,2,3,5,9D,2880,0.50475
P,SEK,SEK ,HOK,A,2,3,5,9E,2880,0.66675
AB,SEK,SEK ,HOK,A,2,3,5,9F,2880,0.50575
P,HOK,SEK ,HOK,H,2,3,5,9G,2880,0.82475
AB,HOK,SEK ,HOK,H,2,3,5,9H,2880,1.23475
P,HOK,HOK ,HOK,H,2,2,5,10A,2880,0.85675
AB,HOK,HOK ,HOK,H,2,2,5,10B,2880,1.58175
P,SEK,HOK ,HOK,A,2,2,5,10C,2880,1.67375
AB,SEK,HOK ,HOK,A,2,2,5,10D,2880,1.26875
P,SEK,SEK ,HOK,A,2,2,5,10E,2880,0.90175
AB,SEK,SEK ,HOK,A,2,2,5,10F,2880,0.69575
P,HOK,SEK ,HOK,H,2,2,5,10G,2880,1.47375
AB,HOK,SEK ,HOK,H,2,2,5,10H,2880,1.13175
P,HOK,HOK ,SEK,A,1,5,5,1A,2880,0.87075
AB,HOK,HOK ,SEK,A,1,5,5,1B,2880,0.48575
P,SEK,HOK ,SEK,H,1,5,5,1C,2880,0.47075
AB,SEK,HOK ,SEK,H,1,5,5,1D,2880,1.19375
P,SEK,SEK ,SEK,H,1,5,5,1E,2880,0.40775
AB,SEK,SEK ,SEK,H,1,5,5,1F,2880,0.24975
P,HOK,SEK ,SEK,A,1,5,5,1G,2880,1.24475
AB,HOK,SEK ,SEK,A,1,5,5,1H,2880,0.50075
P,HOK,HOK ,SEK,A,1,5,5,2A,2880,0.82475
AB,HOK,HOK ,SEK,A,1,1,5,2B,2880,1.62175
P,SEK,HOK ,SEK,H,1,1,5,2C,2880,1.58975
AB,SEK,HOK ,SEK,H,1,1,5,2D,2880,1.52775
P,SEK,SEK ,SEK,H,1,1,5,2E,2880,0.98775
AB,SEK,SEK ,SEK,H,1,1,5,2F,2880,0.43375
P,HOK,SEK ,SEK,A,1,1,5,2G,2880,0.66375
AB,HOK,SEK ,SEK,A,1,1,5,2H,2880,1.33575
P,HOK,HOK ,SEK,A,1,1,5,3A,2880,1.09775
AB,HOK,HOK ,SEK,A,1,1,5,3B,2880,0.22975
P,SEK,HOK ,SEK,H,1,1,5,3C,2880,1.63475
AB,SEK,HOK ,SEK,H,1,1,5,3D,2880,0.30075
P,SEK,SEK ,SEK,H,1,1,5,3E,2880,0.77675
AB,SEK,SEK ,SEK,H,1,1,5,3F,2880,1.22175
P,HOK,SEK ,SEK,A,1,1,5,3G,2880,1.76975
AB,HOK,SEK ,SEK,A,1,1,5,3H,2880,0.29575
P,HOK,HOK ,SEK,A,1,1,5,4A,2880,0.58675
AB,HOK,HOK ,SEK,A,1,1,5,4B,2880,0.58075
P,SEK,HOK ,SEK,H,1,1,5,4C,2880,1.27275
AB,SEK,HOK ,SEK,H,1,1,5,4D,2880,0.42175
P,SEK,SEK ,SEK,H,1,1,5,4E,2880,0.45375
AB,SEK,SEK ,SEK,H,1,1,5,4F,2880,0.25475
P,HOK,SEK ,SEK,A,1,1,5,4G,2880,0.82975
AB,HOK,SEK ,SEK,A,1,1,5,4H,2880,0.46275
P,HOK,HOK ,SEK,A,1,1,5,5A,2880,0.40275
AB,HOK,HOK ,SEK,A,1,1,5,5B,2880,1.34675
P,SEK,HOK ,SEK,H,1,1,5,5C,2880,1.09475
AB,SEK,HOK ,SEK,H,1,1,5,5D,2880,1.49775
P,SEK,SEK ,SEK,H,1,1,5,5E,2880,0.40475
AB,SEK,SEK ,SEK,H,1,1,5,5F,2880,0.45575
P,HOK,SEK ,SEK,A,1,1,5,5G,2880,1.03975
AB,HOK,SEK ,SEK,A,1,1,5,5H,2880,0.73675
P,HOK,HOK ,HOK,H,1,5,5,6A,2880,0.59075
AB,HOK,HOK ,HOK,H,1,5,5,6B,2880,0.18775
P,SEK,HOK ,HOK,A,1,5,5,6C,2880,1.02875
AB,SEK,HOK ,HOK,A,1,5,5,6D,2880,0.60975
P,SEK,SEK ,HOK,A,1,5,5,6E,2880,0.49675
AB,SEK,SEK ,HOK,A,1,5,5,6F,2880,1.29675
P,HOK,SEK ,HOK,H,1,5,5,6G,2880,1.62675
AB,HOK,SEK ,HOK,H,1,5,5,6H,2880,0.53675
P,HOK,HOK ,HOK,H,1,5,5,7A,2880,0.39775
AB,HOK,HOK ,HOK,H,1,5,5,7B,2880,0.37475
P,SEK,HOK ,HOK,A,1,5,5,7C,2880,1.31675
AB,SEK,HOK ,HOK,A,1,5,5,7D,2880,0.25975
P,SEK,SEK ,HOK,A,1,5,5,7E,2880,1.60175
AB,SEK,SEK ,HOK,A,1,5,5,7F,2880,0.27275
P,HOK,SEK ,HOK,H,1,5,5,7G,2880,0.23575
AB,HOK,SEK ,HOK,H,1,5,5,7H,2880,0.55175
P,HOK,HOK ,HOK,H,1,5,5,8A,2880,0.46875
AB,HOK,HOK ,HOK,H,1,5,5,8B,2880,0.29175
P,SEK,HOK ,HOK,A,1,5,5,8C,2880,0.26175
AB,SEK,HOK ,HOK,A,1,5,5,8D,2880,0.30775
P,SEK,SEK ,HOK,A,1,5,5,8E,2880,0.49775
AB,SEK,SEK ,HOK,A,1,5,5,8F,2880,0.56475
P,HOK,SEK ,HOK,H,1,5,5,8G,2880,0.62575
AB,HOK,SEK ,HOK,H,1,5,5,8H,2880,0.83275
P,HOK,HOK ,HOK,H,1,4,5,9A,2880,0.78475
AB,HOK,HOK ,HOK,H,1,4,5,9B,2880,0.93875
P,SEK,HOK ,HOK,A,1,4,5,9C,2880,0.55475
AB,SEK,HOK ,HOK,A,1,4,5,9D,2880,0.51175
P,SEK,SEK ,HOK,A,1,4,5,9E,2880,0.38275
AB,SEK,SEK ,HOK,A,1,4,5,9FR,2880,0.52275
P,HOK,SEK ,HOK,H,1,4,5,9G,2880,1.96175
AB,HOK,SEK ,HOK,H,1,4,5,9H,2880,1.65675
P,HOK,HOK ,HOK,H,1,4,5,10A,2880,0.72275
AB,HOK,HOK ,HOK,H,1,4,5,10B,2880,1.03175
P,SEK,HOK ,HOK,A,1,4,5,10C,2880,0.47875
AB,SEK,HOK ,HOK,A,1,4,5,10D,2880,0.69475
P,SEK,SEK ,HOK,A,1,4,5,10E,2880,0.64975
AB,SEK,SEK ,HOK,A,1,4,5,10F,2880,0.38475
P,HOK,SEK ,HOK,H,1,4,5,10G,2880,0.57175
AB,HOK,SEK ,HOK,H,1,4,5,10H,2880,0.42875
P,HOK,HOK ,SEK,A,2,5,5,1A,4320,0.58775
AB,HOK,HOK ,SEK,A,2,5,5,1B,4320,1.53275
P,SEK,HOK ,SEK,H,2,5,5,1C,4320,0.78275
AB,SEK,HOK ,SEK,H,2,5,5,1D,4320,0.40575
P,SEK,SEK ,SEK,H,2,5,5,1E,4320,0.74675
AB,SEK,SEK ,SEK,H,2,5,5,1F,4320,0.31375
P,HOK,SEK ,SEK,A,2,5,5,1G,4320,0.46375
AB,HOK,SEK ,SEK,A,2,5,5,1H,4320,0.78775
P,HOK,HOK ,SEK,A,2,5,5,2A,4320,0.39275
AB,HOK,HOK ,SEK,A,2,5,5,2B,4320,1.29575
P,SEK,HOK ,SEK,H,2,5,5,2C,4320,0.37875
AB,SEK,HOK ,SEK,H,2,5,5,2D,4320,0.43375
P,SEK,SEK ,SEK,H,2,5,5,2E,4320,0.79975
AB,SEK,SEK ,SEK,H,2,5,5,2F,4320,0.37475
P,HOK,SEK ,SEK,A,2,5,5,2G,4320,0.85875
AB,HOK,SEK ,SEK,A,2,5,5,2H,4320,0.36675
P,HOK,HOK ,SEK,A,2,5,5,3A,4320,0.41875
AB,HOK,HOK ,SEK,A,2,5,5,3B,4320,0.22875
P,SEK,HOK ,SEK,H,2,5,5,3C,4320,1.49775
AB,SEK,HOK ,SEK,H,2,5,5,3D,4320,0.14875
P,SEK,SEK ,SEK,H,2,5,5,3E,4320,0.58175
AB,SEK,SEK ,SEK,H,2,5,5,3F,4320,0.31375
P,HOK,SEK ,SEK,A,2,5,5,3G,4320,0.34475
AB,HOK,SEK ,SEK,A,2,5,5,3H,4320,0.34575
P,HOK,HOK ,SEK,A,2,4,5,4A,4320,0.49475
